# CURRENT_M1, CURRENT_M2, CURRENT_M3, CURRENT_M4, PWM_M1, PWM_M2, PWM_M3, PWM_M4, DESIRED_M1, DESIRED_M2, DESIRED_M3, DESIRED_M4, TIMESTAMP
0.000000000000000000e+00,0.000000000000000000e+00,7.669903939428205364e-01,0.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.599999755620956421e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.669903939428205364e-01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.250000000000000000e+00
3.067961575771282146e+00,3.067961575771282146e+00,4.601942363656923440e+00,2.300971181828461720e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.376999855041503906e+00
6.135923151542564291e+00,6.902913545485385605e+00,3.067961575771282146e+00,4.601942363656923440e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.547999858856201172e+00
6.902913545485385605e+00,6.902913545485385605e+00,8.436894333371025567e+00,7.669903939428206030e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.678000450134277344e+00
8.436894333371025567e+00,1.073786551519948773e+01,1.457281748491359075e+01,9.203884727313846881e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.086900043487548828e+01
1.150485590914230905e+01,1.073786551519948773e+01,5.368932757599743866e+00,9.970875121256668194e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.299300003051757812e+01
1.303883669702794990e+01,1.380582709097077121e+01,6.902913545485385605e+00,1.303883669702794990e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.512300014495849609e+01
1.457281748491359075e+01,1.457281748491359075e+01,1.917475984857051330e+01,1.303883669702794990e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.729899978637695312e+01
1.610679827279923160e+01,1.840776945462769376e+01,1.917475984857051330e+01,1.533980787885641206e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.943199920654296875e+01
1.764077906068487422e+01,1.687378866674205113e+01,9.970875121256668194e+00,1.764077906068487422e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.160600090026855469e+01
2.070874063645615593e+01,2.070874063645615593e+01,2.070874063645615593e+01,1.764077906068487422e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.375200080871582031e+01
1.917475984857051330e+01,1.994175024251333639e+01,2.377670221222743763e+01,1.917475984857051330e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.592499923706054688e+01
2.224272142434179855e+01,2.300971181828461809e+01,2.454369260617025716e+01,2.300971181828461809e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.809399986267089844e+01
