# CURRENT_M1, CURRENT_M2, CURRENT_M3, CURRENT_M4, PWM_M1, PWM_M2, PWM_M3, PWM_M4, DESIRED_M1, DESIRED_M2, DESIRED_M3, DESIRED_M4, TIMESTAMP
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.443307580313332039e+01,3.627945447336082907e+01,-3.627945447336082907e+01,-4.443307580313332039e+01,2.986294495808408911e+01,2.438299245470853194e+01,-2.438299245470853194e+01,-2.986294495808408911e+01,7.184329833984375000e+02
5.368932757599743866e+00,2.300971181828461720e+00,-3.067961575771282146e+00,-6.135923151542564291e+00,4.063739822521566225e+01,3.627921159255933503e+01,-3.513800658541181576e+01,-3.949619321806814298e+01,2.986294495808408911e+01,2.438299245470853194e+01,-2.438299245470853194e+01,-2.986294495808408911e+01,7.206849975585937500e+02
1.764077906068487422e+01,1.303883669702794990e+01,-1.303883669702794990e+01,-1.687378866674205113e+01,2.581707742380329762e+01,2.340265727920638028e+01,-2.329497182789680920e+01,-2.685059697964125647e+01,2.986294495808408911e+01,2.438299245470853194e+01,-2.438299245470853194e+01,-2.986294495808408911e+01,7.230419921875000000e+02
2.761165418194154242e+01,2.224272142434179855e+01,-2.224272142434179855e+01,-3.067961575771282412e+01,1.269740442288035354e+01,1.130091666181445653e+01,-1.119323121050488368e+01,-8.132584394290264029e+00,2.986294495808408911e+01,2.438299245470853194e+01,-2.438299245470853194e+01,-2.986294495808408911e+01,7.251829833984375000e+02
3.374757733348410227e+01,2.531068300011308025e+01,-2.531068300011308025e+01,-3.221359654559846319e+01,3.883845590670591541e+00,7.036590685887854413e+00,-6.928905234578283334e+00,-5.735513799727346651e+00,2.986294495808408911e+01,2.438299245470853194e+01,-2.438299245470853194e+01,-2.986294495808408911e+01,7.275289916992187500e+02
3.221359654559846319e+01,2.531068300011308025e+01,-2.531068300011308025e+01,-3.374757733348410227e+01,5.620853219459471362e+00,6.906342933313056598e+00,-6.798657482003485519e+00,-3.123072302545284451e+00,2.986294495808408911e+01,2.438299245470853194e+01,-2.438299245470853194e+01,-2.986294495808408911e+01,7.296790161132812500e+02
3.298058693954128273e+01,2.454369260617025716e+01,-2.454369260617025716e+01,-3.528155812136974845e+01,4.149616729424931094e+00,7.917300187885786045e+00,-7.809614736576213190e+00,-2.952599027440703239e-01,2.986294495808408911e+01,2.438299245470853194e+01,-2.438299245470853194e+01,-2.986294495808408911e+01,7.318179931640625000e+02
3.221359654559846319e+01,2.531068300011308025e+01,-2.531068300011308025e+01,-3.374757733348410227e+01,4.415387868179271535e+00,6.623285126898234232e+00,-6.515599675588663153e+00,-1.594550597336369613e+00,2.986294495808408911e+01,2.438299245470853194e+01,-2.438299245470853194e+01,-2.986294495808408911e+01,7.343200073242187500e+02
3.221359654559846319e+01,2.454369260617025716e+01,-2.454369260617025716e+01,-3.451456772742692891e+01,4.085356385292252313e+00,7.634242381470962791e+00,-7.526556930161390824e+00,9.205679531732435805e-02,2.986294495808408911e+01,2.438299245470853194e+01,-2.438299245470853194e+01,-2.986294495808408911e+01,7.366760253906250000e+02
3.298058693954128273e+01,2.454369260617025716e+01,-2.454369260617025716e+01,-3.067961575771282412e+01,2.614119895257712933e+00,7.611680080205736942e+00,-7.503994628896164976e+00,-4.960880403604558175e+00,2.986294495808408911e+01,2.438299245470853194e+01,-2.438299245470853194e+01,-2.986294495808408911e+01,7.388519897460937500e+02
