# CURRENT_M1, CURRENT_M2, CURRENT_M3, CURRENT_M4, PWM_M1, PWM_M2, PWM_M3, PWM_M4, DESIRED_M1, DESIRED_M2, DESIRED_M3, DESIRED_M4, TIMESTAMP
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.493147247904204455e+01,1.219149622735426597e+01,-1.219149622735426597e+01,-1.493147247904204455e+01,8.141359863281250000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.548126517116207168e+01,3.713529750852109856e+01,-3.713529750852109856e+01,-4.548126517116207168e+01,1.493147247904204455e+01,1.219149622735426597e+01,-1.219149622735426597e+01,-1.493147247904204455e+01,8.163519897460937500e+02
5.368932757599743866e+00,3.067961575771282146e+00,-3.067961575771282146e+00,-6.902913545485385605e+00,3.436844283165700631e+01,3.206950172452312131e+01,-3.206950172452312131e+01,-2.969593735175734395e+01,1.493147247904204455e+01,1.219149622735426597e+01,-1.219149622735426597e+01,-1.493147247904204455e+01,8.185200195312500000e+02
1.840776945462769376e+01,1.150485590914230905e+01,-1.610679827279923160e+01,-1.610679827279923160e+01,-1.991402305263884287e+00,9.573082247780595466e+00,4.444434191918392507e+00,-4.478928658037752086e+00,1.493147247904204455e+01,1.219149622735426597e+01,-1.219149622735426597e+01,-1.493147247904204455e+01,8.206560058593750000e+02
2.531068300011308025e+01,1.994175024251333639e+01,-2.070874063645615593e+01,-2.300971181828461809e+01,-2.423785720324293536e+01,-1.588468713997515991e+01,1.983622164956856793e+01,1.695988535511951056e+01,1.493147247904204455e+01,1.219149622735426597e+01,-1.219149622735426597e+01,-1.493147247904204455e+01,8.228480224609375000e+02
2.070874063645615593e+01,1.610679827279923160e+01,-1.764077906068487422e+01,-2.224272142434179855e+01,-1.386344365643987686e+01,-6.923762599546828156e+00,1.348076347736400571e+01,1.745909462324382488e+01,1.493147247904204455e+01,1.219149622735426597e+01,-1.219149622735426597e+01,-1.493147247904204455e+01,8.250930175781250000e+02
1.380582709097077121e+01,1.457281748491359075e+01,-1.073786551519948773e+01,-1.303883669702794990e+01,4.722470526247480649e+00,-3.922944642453812580e+00,-4.527755518008185653e+00,-7.597150522745174328e+00,1.493147247904204455e+01,1.219149622735426597e+01,-1.219149622735426597e+01,-1.493147247904204455e+01,8.274240112304687500e+02
1.073786551519948773e+01,1.150485590914230905e+01,-1.073786551519948773e+01,-1.380582709097077121e+01,1.446258301725982776e+01,4.586222555942189416e+00,-5.037979897974512511e+00,-5.925212942282287898e+00,1.493147247904204455e+01,1.219149622735426597e+01,-1.219149622735426597e+01,-1.493147247904204455e+01,8.295529785156250000e+02
1.380582709097077121e+01,1.303883669702794990e+01,-7.669903939428206030e+00,-1.150485590914230905e+01,6.589528101769235313e+00,1.547278277349244391e-01,-1.489321523774016498e+01,-1.332907269334480027e+01,1.493147247904204455e+01,1.219149622735426597e+01,-1.219149622735426597e+01,-1.493147247904204455e+01,8.316870117187500000e+02
1.303883669702794990e+01,1.073786551519948773e+01,-1.150485590914230905e+01,-1.303883669702794990e+01,9.320882372932086213e+00,6.866069542728957309e+00,-4.799030431053052936e+00,-9.859309629479945158e+00,1.493147247904204455e+01,1.219149622735426597e+01,-1.219149622735426597e+01,-1.493147247904204455e+01,8.338809814453125000e+02
