# CURRENT_M1, CURRENT_M2, CURRENT_M3, CURRENT_M4, PWM_M1, PWM_M2, PWM_M3, PWM_M4, DESIRED_M1, DESIRED_M2, DESIRED_M3, DESIRED_M4, TIMESTAMP
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.986294495808408911e+01,2.438299245470853194e+01,-2.438299245470853194e+01,-2.986294495808408911e+01,7.437919921875000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.414419099861098417e+01,1.971364939963184781e+01,-1.971364939963184781e+01,-2.414419099861098417e+01,2.986294495808408911e+01,2.438299245470853194e+01,-2.438299245470853194e+01,-2.986294495808408911e+01,7.460430297851562500e+02
1.533980787885641073e+00,1.533980787885641073e+00,-7.669903939428205364e-01,-1.533980787885641073e+00,2.709672500372045079e+01,2.189679807326738370e+01,-2.251690980677015474e+01,-2.709672500372045079e+01,2.986294495808408911e+01,2.438299245470853194e+01,-2.438299245470853194e+01,-2.986294495808408911e+01,7.483330078125000000e+02
9.203884727313846881e+00,5.368932757599743866e+00,-6.135923151542564291e+00,-8.436894333371025567e+00,2.487299423818861044e+01,2.200424064377546784e+01,-2.149181436158226788e+01,-2.549310597169138148e+01,2.986294495808408911e+01,2.438299245470853194e+01,-2.438299245470853194e+01,-2.986294495808408911e+01,7.505599975585937500e+02
1.533980787885641206e+01,1.150485590914230905e+01,-1.380582709097077121e+01,-1.380582709097077121e+01,2.281263242656658718e+01,1.971292075722737636e+01,-1.785258555671906322e+01,-2.416054134488170035e+01,2.986294495808408911e+01,2.438299245470853194e+01,-2.438299245470853194e+01,-2.986294495808408911e+01,7.528579711914062500e+02
2.147573103039897546e+01,1.533980787885641206e+01,-1.610679827279923160e+01,-1.764077906068487422e+01,1.989078700446799175e+01,1.842045246071102227e+01,-1.747728437327953444e+01,-2.331440202591055666e+01,2.986294495808408911e+01,2.438299245470853194e+01,-2.438299245470853194e+01,-2.986294495808408911e+01,7.550449829101562500e+02
2.837864457588436196e+01,2.377670221222743763e+01,-2.224272142434179855e+01,-2.837864457588436196e+01,1.601879836597960249e+01,1.349243691322238980e+01,-1.451728947760878619e+01,-1.720333833038489857e+01,2.986294495808408911e+01,2.438299245470853194e+01,-2.438299245470853194e+01,-2.986294495808408911e+01,7.573150024414062500e+02
3.144660615165564366e+01,2.377670221222743763e+01,-2.454369260617025716e+01,-3.067961575771282412e+01,1.374674720562936336e+01,1.357756006326673592e+01,-1.295744832976396665e+01,-1.555139890353742516e+01,2.986294495808408911e+01,2.438299245470853194e+01,-2.438299245470853194e+01,-2.986294495808408911e+01,7.594680175781250000e+02
2.991262536377000458e+01,2.454369260617025716e+01,-2.531068300011308025e+01,-3.374757733348410227e+01,1.476462464105745553e+01,1.304257147980831277e+01,-1.231477429499596710e+01,-1.295629138925847457e+01,2.986294495808408911e+01,2.438299245470853194e+01,-2.438299245470853194e+01,-2.986294495808408911e+01,7.617800292968750000e+02
3.298058693954128273e+01,2.531068300011308025e+01,-2.454369260617025716e+01,-3.067961575771282412e+01,1.227720257808807425e+01,1.239989744504031322e+01,-1.280463827592394210e+01,-1.489133593776339026e+01,2.986294495808408911e+01,2.438299245470853194e+01,-2.438299245470853194e+01,-2.986294495808408911e+01,7.639769897460937500e+02
